Person,Rank,First Name,Last Name,Pre-Nominal,Given Name,Surname,Bloodname,Post-Nominal,Callsign,Age,Status,Gender,Skill Level,Profession,Unit Assignment,Force,Deployed,Mek,Vehicle,Naval,VTOL,Aero,Aircraft,Vessel,Battle Armour,Small Arms,Anti-Mek,Artillery,Tactics,Strategy,Leadership,Tech/Mek,Tech/Aero,Mechanic,Tech/BA,Tech/Vessel,Medical,Admin,Negotiation,Scrounge,Injuries,Kills,Salary,XP,Origin Faction,Origin Planet,Birthday,Recruitment Date,Last Rank Change,Due Date,Retirement Date,Death Date,Commander,Founder,Clan Personnel,Interested in Marriage,Divorceable,Interested in Children,Excluded from Random Death,Toughness,Connections,Wealth,Reputation,Unlucky,Fatigue,Edge,SPA Count,Implant Count,Loyalty,Education,Aggression,Ambition,Greed,Social,Reasoning,Strength,Body,Reflexes,Dexterity,Intelligence,Willpower,Charisma
"",Corporal,Wendy,Basim,,Wendy,Basim,,,Flamberge,3004-12-15,Active,Female,Regular,Vehicle Driver,Mobile Headquarters (ICE) [Driver],HQ,-,-/-,4/5,4/-,4/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",17,Mercenary,Wright,3004-12-15,3030-10-11,3031-02-15,,,,No,No,No,N/A,Yes,Yes,No,0,0,0,0,0,0,0,0,0,13,High School,Overbearing (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Tech 2nd Class,Robby,Brown,,Robby,Brown,,,Breakdance,3010-05-24,Active,Male,Green,Mechanic / Vehicle Crewmember,Sherpa Armored Truck [Gunner],Loistics Support Lance,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,0,0,622 C-Bill,29,Mercenary,Latice,3010-05-24,3030-10-11,3031-02-15,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,9,High School,None (-),None (-),Insatiable (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Tech 1st Class,Folkert,Sandschulte,,Folkert,Sandschulte,,,Carnie,3005-01-24,Active,Male,Regular,Mechanic,2 units (480m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,0,0,936 C-Bill,24,Mercenary,Dicon,3005-01-24,3030-10-11,3031-02-15,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,13,High School,Resolute (+),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Kinnard,MacFinlay,,Kinnard,MacFinlay,,,Mocha,3000-07-08,Active,Male,Regular,Vehicle Gunner,Behemoth Heavy Tank (Laser) [Gunner],Echo Armoued Battle Lance,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,647 C-Bill",14,Mercenary,Columbine,3000-07-08,3030-10-11,3031-02-26,,,,No,No,No,No,N/A,N/A,No,0,0,0,0,0,0,0,0,0,10,High School,None (-),None (-),None (-),Disingenuous (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Tech 2nd Class,Lori,Panagou,,Lori,Panagou,,,Barricade,3008-02-17,Active,Female,Green,Mechanic,Behemoth Heavy Tank (Laser) (360m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,0,0,398 C-Bill,31,Duchy of Andurien,Grand Base,3008-02-17,3030-10-27,3031-02-15,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,0,0,0,10,High School,Belligerent (-),None (-),None (-),None (-),10,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Kendra,Lilic,,Kendra,Lilic,,,Exile,3003-11-08,Active,Female,Regular,Vehicle Gunner,Maxim Heavy Hover Transport #3 [Gunner],Delta Transport Lance (Hover),-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",11,Mercenary,Sigma Mare,3003-11-08,3030-10-27,3031-02-15,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,0,0,0,13,High School,None (-),None (-),Avaricious (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Samra,Soomro,,Samra,Soomro,,,Geronimo,3000-02-25,Active,Female,Regular,Vehicle Gunner,Behemoth Heavy Tank (Laser) [Gunner],Echo Armoued Battle Lance,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",11,Mercenary,Nihal,3000-02-25,3030-10-27,3031-02-15,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,0,0,0,12,High School,Fearless (+),None (-),None (-),None (-),16,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Stan,bin Dharr,,Stan,bin Dharr,,,Timezone,2995-10-20,Active,Male,Elite,Vehicle Driver,Maxim Heavy Hover Transport #3 [Driver],Delta Transport Lance (Hover),-,-/-,2/3,2/-,2/-,-/-,-/-,-/-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,0,0,"3,370 C-Bill",16,Duchy of Andurien,Prix,2995-10-20,3030-10-27,3031-02-15,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,-2,0,2,0,4,High School,None (-),None (-),None (-),None (-),15,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Tech 1st Class,Sakamiw,Sakei,,Sakamiw,Sakei,,,Faker,3001-12-12,Active,Female,Regular,Mechanic,Maxim Heavy Hover Transport #3 (200m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,0,0,936 C-Bill,17,Duchy of Andurien,Grand Base,3001-12-12,3030-11-01,3031-02-15,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,0,0,0,14,High School,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Amálie,Petruzalek,,Amálie,Petruzalek,,,Tread,3007-03-16,Active,Female,Green,VTOL Pilot,Warrior Attack Helicopter H-7 #2 [Driver],Delta VTOL Airbourne Cavalry Lance,-,-/-,5/-,5/-,5/6,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,448 C-Bill,24,Mercenary,Bellatrix,3007-03-16,3030-11-01,3031-02-26,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,0,0,0,13,High School,None (-),None (-),None (-),Empathetic (+),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Radomira,Prpos,,Radomira,Prpos,,,Slag,3002-09-10,Active,Female,Regular,Vehicle Driver / Soldier,Jump Platoon (SRM),Echo Urban Warfare Company (Infantry),-,-/-,4/5,4/-,4/-,-/-,-/-,-/-,-,5,-,-,7,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,316 C-Bill",25,Duchy of Andurien,Grand Base,3002-09-10,3030-11-01,3031-02-15,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,1,1,0,0,14,High School,None (-),None (-),None (-),Encouraging (+),13,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Gebre-Egziabhear,Kuguru,,Gebre-Egziabhear,Kuguru,,,Flounder,3006-11-19,Active,Male,Regular,Vehicle Driver,Schrek (Large Laser) [Driver],Echo Armoued Battle Lance,-,-/-,4/5,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",21,Mercenary,Grand Base,3006-11-19,3030-11-01,3031-02-15,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,10,High School,None (-),Proactive (+),None (-),Disingenuous (-),13,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Pedro,Shimizu,,Pedro,Shimizu,,,Roadkill,3001-09-02,Active,Male,Regular,Vehicle Gunner,Behemoth Heavy Tank (Laser) [Gunner],Echo Armoued Battle Lance,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",22,Duchy of Andurien,Prix,3001-09-02,3030-11-01,3031-02-15,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,14,High School,None (-),None (-),None (-),None (-),14,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Henry,Wanless,,Henry,Wanless,,,Brick,3002-09-11,Active,Male,Veteran,Vehicle Gunner,Maxim Heavy Hover Transport #3 [Gunner],Delta Transport Lance (Hover),-,-/-,3/-,3/-,3/-,-/-,-/-,-/-,-,5,-,-,6,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,685 C-Bill",10,Mercenary,Kurvasa,3002-09-11,3030-11-10,3031-02-15,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,-1,0,2,0,10,High School,Inflexible (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Bent,Bellman,,Bent,Bellman,,,Pop,2996-10-23,Active,Male,Veteran,Vehicle Driver / Soldier,Jump Platoon (SRM),Echo Urban Warfare Company (Infantry),-,-/-,3/4,3/-,3/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"3,321 C-Bill",24,Mercenary,Kasdach,2996-10-23,3030-11-15,3031-02-26,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,2,0,11,High School,Daring (+),None (-),None (-),None (-),10,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",,Ryoma,Kouklakis,,Ryoma,Kouklakis,,,,3030-11-28,Student,Male,Regular,Student,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0 C-Bill,3,Mercenary,Primus,3030-11-28,3031-02-09,,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,13,Early Childhood,None (-),Arrogant (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",,Eva,Kouklakis,,Eva,Kouklakis,,,,3030-11-28,Student,Female,Regular,Student,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0 C-Bill,2,Mercenary,Primus,3030-11-28,3031-02-09,,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,0,0,0,13,Early Childhood,Impulsive (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Tekli,Ruan,,Tekli,Ruan,,,Ethereal,3004-12-08,Active,Female,Elite,Vehicle Driver,Pegasus Scout Hover Tank [Driver],Charlie Armoured Light Recon Team,-,-/-,2/3,2/-,2/-,-/-,-/-,-/-,-,4,-,-,6,-,-,-,-,-,-,-,-,-,-,-,0,0,"5,270 C-Bill",19,Mercenary,Kasdach,3004-12-08,3031-01-05,3031-02-15,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,-2,0,2,0,11,High School,None (-),None (-),None (-),None (-),15,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Spaceman,Barry,Tumanov,,Barry,Tumanov,,,Walnut,3008-02-01,Active,Male,Regular,Vessel Pilot,Gazelle (2531) [Pilot],Gazelle,-,-/-,6/-,6/-,6/-,-/-,-/-,-/5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,830 C-Bill,25,Mercenary,Sigma Mare,3008-02-01,3031-01-24,3031-01-24,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,13,High School,None (-),Conniving (-),None (-),Indifferent (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Spaceman,Miguel,Hernández,,Miguel,Hernández,,,Joan,3007-04-17,Active,Male,Regular,Vessel Pilot,Gazelle (2531) [Pilot],Gazelle,-,-/-,-/-,-/-,-/-,-/-,-/-,-/5,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,830 C-Bill,18,Mercenary,Holloway,3007-04-17,3031-01-24,3031-01-24,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,11,High School,None (-),Resourceful (++),None (-),None (-),14,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Captain,Aurora,Rathiea,,Aurora,Rathiea,,,Icehouse,3001-05-11,Active,Female,Regular,Vessel Pilot,Gazelle (2531) [Pilot],Gazelle,-,-/-,-/-,-/-,-/-,-/-,-/-,-/5,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"2,330 C-Bill",12,Mercenary,Sigma Mare,3001-05-11,3031-01-24,3031-01-24,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,0,0,0,16,High School,None (-),None (-),Dynamic (+),None (-),10,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Spaceman,Francis,Domínguez,,Francis,Domínguez,,,Millionaire,3002-05-13,Active,Female,Veteran,Vessel Gunner,Gazelle (2531) [Gunner],Gazelle,-,-/-,-/-,-/-,-/-,-/-,-/-,3/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,328 C-Bill",17,Mercenary,Buenos Aires,3002-05-13,3031-01-24,3031-01-24,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,-1,0,1,0,9,High School,Overbearing (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Spaceman,Tamia,Mugema,,Tamia,Mugema,,,Firehawk,3010-09-16,Active,Female,Regular,Vessel Gunner,Gazelle (2531) [Gunner],Gazelle,-,-/-,-/-,-/-,-/-,-/-,-/-,4/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,830 C-Bill,32,Mercenary,Raphael,3010-09-16,3031-01-24,3031-01-24,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,0,0,0,11,High School,None (-),Energetic (+),Generous (+),None (-),13,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Spaceman,Christy,Kriegisch,,Christy,Kriegisch,,,Rhyme,3002-03-12,Active,Female,Regular,Vessel Gunner,Gazelle (2531) [Gunner],Gazelle,-,-/-,-/-,-/-,-/-,-/-,-/-,4/-,-,5,-,-,7,-,-,-,-,-,-,-,-,-,-,-,0,0,830 C-Bill,16,Mercenary,Decatur,3002-03-12,3031-01-24,3031-01-24,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,0,0,0,7,High School,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Spaceman,Mochihito,Tsuchiya,,Mochihito,Tsuchiya,,,Roller,3006-12-26,Active,Male,Regular,Vessel Crewmember,Gazelle (2531) [Crew],Gazelle,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,6,-,-,-,-,0,0,830 C-Bill,24,Duchy of Andurien,Grand Base,3006-12-26,3031-01-24,3031-01-24,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,16,High School,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Chief Petty Officer,Mylee,Olaires,,Mylee,Olaires,,,Trilobyte,3005-09-10,Active,Female,Veteran,Vessel Crewmember,Gazelle (2531) [Crew],Gazelle,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,5,-,-,-,-,0,0,"2,928 C-Bill",27,Mercenary,Prix,3005-09-10,3031-01-24,3031-01-24,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,-1,0,1,0,16,High School,None (-),None (-),None (-),None (-),8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Yoonhee,Ham,,Yoonhee,Ham,,,Cream Puff,3011-02-12,Active,Female,Green,Vehicle Driver / Soldier,Jump Platoon (Rifle),Echo Urban Warfare Company (Infantry),-,-/-,5/6,5/-,5/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,635 C-Bill,30,Duchy of Andurien,Primus,3011-02-12,3031-02-19,3031-02-26,,,,No,No,No,Yes,N/A,No,No,0,0,0,0,0,1,1,0,0,4,High School,None (-),None (-),Corrupt (--),None (-),16,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Teige,Bullivant,,Teige,Bullivant,,,Slush,3011-02-09,Active,Female,Green,Vehicle Driver / Soldier,Jump Platoon (SRM),Echo Urban Warfare Company (Infantry),-,-/-,5/6,5/-,5/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,6,-,0,0,635 C-Bill,20,Mercenary,Raphael,3011-02-09,3031-02-19,3031-02-26,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,1,1,0,0,11,Early Childhood,None (-),None (-),None (-),Indifferent (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Sun,Mata,,Sun,Mata,,,Erosion,3012-07-10,Active,Female,Green,Vehicle Driver,Behemoth Heavy Tank (Medium Laser Carrier) [Driver],Echo Armoued Battle Lance,-,-/-,5/6,5/-,5/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,448 C-Bill,14,Mercenary,Nihal,3012-07-10,3031-02-19,3031-02-26,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,0,0,0,13,High School,None (-),Driven (+),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Cyrille,Solari,,Cyrille,Solari,,,Knot,3012-08-30,Active,Male,Green,Vehicle Driver,Behemoth Heavy Tank (Laser) [Driver],Echo Armoued Battle Lance,-,-/-,5/6,5/-,5/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,448 C-Bill,20,Mercenary,Lurgatan,3012-08-30,3031-02-19,3031-02-26,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,9,High School,None (-),None (-),None (-),None (-),14,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Orrin,Hampton,,Orrin,Hampton,,,Babs,3011-07-25,Active,Male,Green,Vehicle Gunner,Behemoth Heavy Tank (Medium Laser Carrier) [Gunner],Echo Armoued Battle Lance,-,-/-,5/-,5/-,5/-,-/-,-/-,-/-,-,5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,0,0,448 C-Bill,17,Duchy of Andurien,Prix,3011-07-25,3031-02-19,3031-02-26,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,17,High School,None (-),Motivated (+),None (-),None (-),15,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Morann,MacAvoy,,Morann,MacAvoy,,,Campside,3001-12-23,Active,Male,Green,Vehicle Gunner,Behemoth Heavy Tank (Medium Laser Carrier) [Gunner],Echo Armoued Battle Lance,-,-/-,5/-,5/-,5/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,448 C-Bill,12,Duchy of Andurien,Primus,3001-12-23,3031-02-19,3031-02-26,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,12,High School,None (-),None (-),None (-),None (-),15,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Pero,Bartholdo,,Pero,Bartholdo,,,Zebrafinch,3007-02-21,Active,Male,Regular,Vehicle Gunner,Behemoth Heavy Tank (Laser) [Gunner],Echo Armoued Battle Lance,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",13,Duchy of Andurien,Primus,3007-02-21,3031-02-20,3031-02-26,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,12,High School,None (-),None (-),None (-),Neglectful (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Ed,Khan,,Ed,Khan,,,Chasm,3002-08-10,Active,Male,Regular,Vehicle Gunner,Behemoth Heavy Tank (Laser) [Gunner],Echo Armoued Battle Lance,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,5,-,-,7,7,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",16,Mercenary,Scarborough,3002-08-10,3031-02-20,3031-02-26,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,10,College,Domineering (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Wenceslas,Gorgulha,,Wenceslas,Gorgulha,,,Decryption,3007-04-15,Active,Male,Veteran,Vehicle Gunner,Behemoth Heavy Tank (Medium Laser Carrier) [Gunner],Echo Armoued Battle Lance,-,-/-,3/-,3/-,3/-,-/-,-/-,-/-,-,5,-,-,-,6,-,-,-,-,-,-,-,-,-,-,0,0,"2,635 C-Bill",18,Mercenary,Altorra,3007-04-15,3031-02-21,3031-02-26,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,-1,0,0,0,11,High School,None (-),None (-),Tactical (+),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Dragos,Sravan,,Dragos,Sravan,,,Stash,2999-11-03,Active,Male,Regular,Vehicle Gunner,Behemoth Heavy Tank (Laser) [Gunner],Echo Armoued Battle Lance,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,5,-,4,-,-,7,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",17,Mercenary,Niomede,2999-11-03,3031-02-21,3031-02-26,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,7,College,None (-),None (-),None (-),None (-),8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Sammy,Jolivet,,Sammy,Jolivet,,,Ironpalm,3004-08-06,Active,Male,Regular,Vehicle Driver,Armored Personnel Carrier (Wheeled) [Driver],Echo Transport Lance (Wheeled),-,-/-,4/5,4/-,4/-,-/-,-/-,-/-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",20,Duchy of Andurien,Primus,3004-08-06,3031-02-21,3031-02-26,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,1,0,7,College,None (-),None (-),None (-),Dismissive (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Tawney,MacKeith,,Tawney,MacKeith,,,Crocale,3006-10-26,Active,Female,Regular,Vehicle Gunner,Behemoth Heavy Tank (Medium Laser Carrier) [Gunner],Echo Armoued Battle Lance,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",17,Mercenary,Buenos Aires,3006-10-26,3031-02-22,3031-02-26,,,,No,No,No,Yes,N/A,No,No,0,0,0,0,0,0,0,0,0,9,High School,None (-),Unambitious (-),None (-),Callous (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Shang-Yee,Ouyang,,Shang-Yee,Ouyang,,,Angry,3012-10-03,Active,Female,Green,Vehicle Gunner,Behemoth Heavy Tank (Medium Laser Carrier) [Gunner],Echo Armoued Battle Lance,-,-/-,5/-,5/-,5/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,448 C-Bill,22,Mercenary,Housekarle,3012-10-03,3031-02-22,3031-02-26,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,0,0,0,14,High School,None (-),Motivated (+),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Joe,Elías,,Joe,Elías,,,League,2996-04-08,Active,Male,Elite,Vehicle Driver / Soldier,Jump Platoon (SRM),Echo Urban Warfare Company (Infantry),-,-/-,2/3,2/-,2/-,-/-,-/-,-/-,-,5,-,-,6,7,4,-,-,-,-,-,-,-,-,-,0,0,"3,633 C-Bill",29,Free Worlds League,Furud,2996-04-08,3031-02-22,3031-02-26,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,-1,1,1,0,13,High School,Reckless (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Rachmad,Purbacaraka,,Rachmad,Purbacaraka,,,Eastwood,3005-04-29,Active,Male,Regular,Vehicle Gunner,Behemoth Heavy Tank (Medium Laser Carrier) [Gunner],Echo Armoued Battle Lance,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",23,Mercenary,Conquista,3005-04-29,3031-02-23,3031-02-26,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,9,College,Hostile (-),None (-),None (-),None (-),13,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Margarita,Chekoev,,Margarita,Chekoev,,,Windchime,3011-06-04,Active,Female,Regular,Soldier / Hyperspace Navigator,Jump Platoon (SRM),Echo Urban Warfare Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,7,-,-,-,-,-,-,-,-,-,0,0,"1,462 C-Bill",16,Duchy of Andurien,Grand Base,3011-06-04,3031-02-24,3031-02-26,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,1,1,0,0,14,College,None (-),Strategic (+),None (-),Considerate (+),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Sadeeqa,Ata,,Sadeeqa,Ata,,,Morning Star,2999-09-06,Active,Female,Regular,Vehicle Gunner,Schrek (Large Laser) [Gunner],Echo Armoued Battle Lance,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,4,-,-,-,7,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",13,Mercenary,Housekarle,2999-09-06,3031-02-25,3031-02-26,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,0,0,0,10,High School,None (-),None (-),Exploitative (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
